,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
7439,LEGO Star Wars: The Complete Saga,"[""Traveller's Tales"", 'LucasArts', 'TT Games']","['LucasArts', 'Feral Interactive', 'Warner Bros.  Interactive']","['LEGO', 'Star Wars']","['Online', 'Number Of Players', 'Online - Co-Op Number Of Players', 'Local - Co-Op # of Players', 'Steam Deck Verified']",2007-11-06 00:00:00,"['iPhone', 'Macintosh', 'PC', 'Wii', 'Xbox 360', 'Nintendo DS', 'PlayStation 3']","['Action', 'Compilation']",8.0,great,Everyone 10+,['Cartoon Violence']
7440,Tom Clancy's EndWar [Portable],['Funatics'],['Ubisoft'],,"['Number Of Players', 'Multi-cartridge Multiplayer', 'Local - VS # of Players']",2008-11-04 00:00:00,"['PlayStation Portable', 'Nintendo DS']",['Strategy'],7.1,good,Teen,"['Animated Blood', 'Drug Reference', 'Language', 'Mild Violence']"
7441,Stormland,['Insomniac Games'],['Oculus Studios'],,"['Oculus Rift Touch', 'Oculus Rift VR', 'Online Co-Op Multiplayer', 'VR']",2019-11-14 00:00:00,['PC'],"['Adventure', 'Action']",7.8,good,,
7442,Barrow Hill: Curse of the Ancient Circle,['Shadow Tor Studios '],"['Lighthouse Interactive', 'Got Game Entertainment']",,['Number Of Players'],2006-08-22 00:00:00,['PC'],['Adventure'],8.1,great,Teen,"['Mild Realistic Violence', 'Use of Tobacco and Alcohol']"
7443,PQ: Practical Intelligence Quotient,['Now Production'],"['D3 Publisher', 'Now Production']",['PQ - Practical Intelligence Quotient'],"['Number Of Players', 'Online', 'Memory Card']",2005-05-26 00:00:00,['PlayStation Portable'],['Puzzle'],7.4,good,Everyone,['No Descriptors']
7444,Fable III: Traitor's Keep,['Lionhead Studios'],['Microsoft'],['Fable'],,2011-03-01 00:00:00,['Xbox 360'],"['RPG', 'DLC / Expansion']",8.0,great,Mature,"['Violence', 'Use of Alcohol', 'Sexual Content', 'Language', 'Blood']"
7445,Volume,"['Bithell Games', 'Just Add Water Developments']",['Bithell Games'],,,2015-01-06 00:00:00,"['PlayStation 4', 'PC', 'PlayStation Vita']",['Action'],8.1,great,Everyone 10+,"['Fantasy Violence', 'Language', 'Mild Suggestive Themes', ' Users Interact']"
7446,Call of Duty: Roads to Victory,['Amaze Entertainment'],['Activision'],['Call of Duty'],"['Multi-cartridge Multiplayer', 'Offline Versus Multiplayer']",2007-03-13 00:00:00,['PlayStation Portable'],['Shooter'],6.6,okay,Teen,"['Violence', 'Language', 'Blood']"
7447,Darksiders III,"['Gunfire Games', 'THQ Nordic']",['THQ Nordic'],['Darksiders'],,2018-11-27 00:00:00,"['Nintendo Switch', 'Stadia', 'PlayStation 4', 'Xbox One', 'PC']",['Action'],7.0,good,Mature,"['Violence', 'Blood and Gore']"
7448,Pokemon Blue Version,"['Nintendo', 'Game Freak']",['Nintendo'],['Pokemon'],['Offline Versus Multiplayer'],1996-10-15 00:00:00,"['Nintendo 3DS', 'Game Boy']",['RPG'],10.0,masterpiece,Everyone,"['Animated Violence', 'No Descriptors']"
7449,Bonanza Bros.,"['SEGA', 'CRI', 'Synergy']",['SEGA'],,['Offline Co-Op Multiplayer'],1991-05-17 00:00:00,"['PC', 'Wii', 'Genesis']",['Action'],5.5,mediocre,Everyone,"['Animated Violence', 'Mild Cartoon Violence']"
7450,Yaiba: Ninja Gaiden Z,['Spark Unlimited'],['Koei Tecmo'],['Ninja Gaiden'],,2014-02-27 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],5.6,mediocre,Mature,"['Blood and Gore', 'Drug Reference', 'Intense Violence', 'Sexual Themes', 'Strong Language']"
7451,"AOC G2460PQU 24"" Monitor",,['AOC'],,,2014-01-19 00:00:00,['PC'],"['Hardware', 'TV / Monitor / Display']",8.0,great,,
7452,Enchanted Arms,['FromSoftware'],"['Ubisoft', 'FromSoftware']",,"['Number Of Players', 'Memory Card', 'Custom Soundtrack', 'Online - VS Number Of Players', '720p', 'Online', 'Dolby Digital 5.1']",2006-01-12 00:00:00,"['PlayStation 3', 'Xbox 360']",['RPG'],6.5,okay,Teen,"['Alcohol Reference', 'Mild Fantasy Violence', 'Mild Language', 'Simulated Gambling', 'Suggestive Themes']"
7453,NCAA Football 2002,['EA Tiburon'],['Electronic Arts'],['EA Sports College Football'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks', '16:9']",2001-07-23 00:00:00,"['PlayStation 2', 'PC']",['Sports'],9.0,amazing,Everyone,['Suitable for Persons Ages Six and Older']
7454,Point Blank,"['Namco', 'Unknown']","['Electro Source', 'Namco']",,['Number Of Players'],1998-04-13 00:00:00,"['PlayStation', 'Arcade']",['Action'],8.0,great,Teen,['Animated Violence']
7455,Buzz! The Mega Quiz,['Relentless Software'],['Sony Computer Entertainment'],['Buzz [PlayStation]'],"['Number Of Players', 'Memory Card', 'Local - VS # of Players']",2007-10-30 00:00:00,['PlayStation 2'],['Trivia'],8.0,great,Everyone 10+,"['Alcohol and/or Tobacco References', 'Comic Mischief', 'Mild Language', 'Mild Suggestive Themes', 'Mild Violence']"
7456,R-Types,"['Irem Software Engineering', 'Racdym']","['Sony Computer Entertainment', 'Electro Source', 'ASCII Entertainment']",['R-Type'],"['Number Of Players', 'Local - VS # of Players']",1998-10-10 00:00:00,"['PlayStation 3', 'PlayStation Portable', 'PlayStation']",['Shooter'],6.0,okay,Everyone,['Mild Violence']
7457,Dino Stalker,['Capcom Production Studio 3'],"['ACE (2)', 'Capcom']",,"['Memory Card', 'DualShock', 'Number Of Players', 'Vibration']",2002-05-31 00:00:00,['PlayStation 2'],['Shooter'],4.0,bad,Mature,"['Blood', 'Violence']"
7458,The Haunted Mansion,"['DC Studios', 'High Voltage Software', 'Pocket Studios']","['Disney Internet Group', 'Ingram Entertainment', 'TDK Mediactive']",,"['Number Of Players', 'Dolby Digital 5.1', '480p', 'Vibration', 'Memory Card', 'DualShock', 'Password Save']",2003-10-14 00:00:00,"['PlayStation 2', 'Wireless', 'Game Boy Advance', 'GameCube', 'Xbox']","['Puzzle', 'Action', 'Adventure']",7.5,good,,
7459,God of War II,['Santa Monica Studio'],"['Sony Computer Entertainment', 'Capcom']",['God of War'],"['Memory Card', 'Dolby Digital', '16:9', '480p', '720p', 'Online']",2007-03-13 00:00:00,"['PlayStation 3', 'PlayStation 2']","['Action', 'Adventure', 'Sampler']",9.7,amazing,Mature,"['Strong Language', 'Sexual Themes', 'Blood and Gore', 'Nudity', 'Intense Violence']"
7460,NASCAR Heat,"['DICE  (Digital Illusions CE)', 'Monster Games, Inc.']",['Hasbro Interactive'],['NASCAR Ignition / NASCAR Heat'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Online', 'Steering Wheel Support']",2000-08-28 00:00:00,"['PlayStation', 'PC']",['Racing'],8.0,great,Everyone,['Suitable for Persons Ages Six and Older']
7461,Assassin's Creed IV: Black Flag -- Freedom Cry,['Ubisoft Quebec'],['Ubisoft'],"[""Assassin's Creed""]",,2013-12-17 00:00:00,"['PC', 'PlayStation 4', 'PlayStation 3', 'Xbox 360', 'Xbox One']","['Action', 'Adventure']",7.0,good,Mature,"['Violence', 'Blood', 'Suggestive Themes', 'Strong Language']"
7462,The Incredibles: Rise of the Underminer,"['Heavy Iron Studios', 'Helixe', 'Pacific Coast Power and Light (PC&L)']",['THQ'],['Incredibles'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",2005-10-24 00:00:00,"['Nintendo DS', 'GameCube', 'Game Boy Advance', 'PlayStation 2', 'Xbox', 'PC', 'Macintosh', 'PlayStation Portable']",['Action'],6.0,okay,Everyone 10+,['Cartoon Violence']
7463,Lair,['Factor 5'],['Sony Computer Entertainment'],,"['720p', '1080p', '480p', '16:9', '1080i']",2007-08-30 00:00:00,['PlayStation 3'],['Action'],4.9,bad,Teen,"['Blood and Gore', 'Violence']"
7464,Aidyn Chronicles: The First Mage,['H2O Entertainment'],"['THQ', 'Electro Source']",,"['Number Of Players', 'Memory Card']",2000-12-31 00:00:00,['Nintendo 64'],['RPG'],4.2,bad,Teen,['Animated Violence']
7465,Top Spin 4,['2K Czech'],['2K Sports'],['Top Spin Tennis'],"['Online', 'PlayStation Move']",2011-03-15 00:00:00,"['PlayStation 3', 'Xbox 360', 'Wii']","['Sports', 'Tennis']",8.5,great,Everyone,['No Descriptors']
7466,Assassin's Creed II: Discovery,"['Ubisoft', 'Griptonite Games']",['Ubisoft'],"[""Assassin's Creed""]",['Gaming Camera'],2009-11-17 00:00:00,"['iPhone', 'Nintendo DS']",['Action'],8.0,great,Teen,['Violence']
7467,Cabela's Dangerous Hunts,"['Fun Labs', 'Sand Grain Studios']","['Ingram Entertainment', 'Activision', 'Activision Value']","[""Cabela's""]","['Memory Card', 'Vibration', 'DualShock']",2003-11-11 00:00:00,"['PC', 'Xbox', 'PlayStation 2']",['Hunting'],6.8,okay,Teen,"['Violence', 'Blood']"
7468,Razor2: Hidden Skies,['Invent4 Entertainment'],['Invent4 Entertainment'],,,2010-07-19 00:00:00,['PC'],['Shooter'],7.0,good,,
7469,Fallout 76,['Bethesda Game Studios'],['Bethesda  Softworks'],['Fallout'],"['Online - Co-Op Number Of Players', 'Online Versus Multiplayer']",2018-11-14 00:00:00,"['PlayStation 4', 'PC', 'Xbox One']","['RPG', 'Battle Royale', 'Online']",5.0,mediocre,Mature,"['Blood and Gore', 'Strong Language', 'Suggestive Themes', 'Drug References', 'Use of Alcohol', 'Intense Violence', ' In-Game Purchases', ' Users Interact']"
7470,Meet The Robinsons,['Avalanche Software (USA)'],['Disney Interactive Studios'],,,2007-03-27 00:00:00,"['PlayStation 3', 'GameCube', 'PlayStation 2', 'Wii', 'Xbox 360', 'Nintendo DS', 'Game Boy Advance', 'PC', 'PlayStation Portable']",['Action'],7.0,good,Everyone 10+,"['Animated Blood', 'Cartoon Violence', 'Mild Cartoon Violence', 'Fantasy Violence']"
7471,Soldier Blade,['Hudson Soft'],['Hudson Soft'],,['Number Of Players'],2007-01-26 00:00:00,"['Wii U', 'PlayStation Portable', 'PlayStation 3', 'Wii']",['Shooter'],7.7,good,,
7472,Toy Bot Diaries,['IUGO Mobile'],['IUGO Mobile'],,,2008-08-12 00:00:00,"['iPhone', 'PlayStation Portable']",['Platformer'],7.9,good,Rating Pending,
7473,ShellShock: Nam '67,['Guerrilla Games'],['Eidos Interactive'],['ShellShock'],"['Memory Card', 'Stereo Surround', '16:9', 'DualShock', 'Vibration', 'Dolby Pro Logic II', 'Memory Blocks']",2004-09-03 00:00:00,"['PC', 'PlayStation 2', 'Xbox']",['Shooter'],5.8,mediocre,Mature,"['Use of Drugs', 'Sexual Themes', 'Blood and Gore', 'Intense Violence', 'Strong Language']"
7474,Niki: Rock 'n' Ball,['Bplus'],['Bplus'],,"['Number Of Players', 'Local - VS # of Players']",2009-01-26 00:00:00,['Wii'],['Action'],4.7,bad,Everyone,['Comic Mischief']
7475,Pac-Land,"['Namco', 'Atari Corp. (1984-2003)', 'GrandSlam']","['Bandai Namco Games', 'Namco', 'Atari Corp. (1984-2003)', 'Bally Midway', 'GrandSlam', 'Hamster Corporation']","['Pac-Man', 'Arcade Archives']",,1984-12-31 00:00:00,"['Nintendo Switch', 'PlayStation 4', 'Wii U', 'Atari Lynx', 'NES', 'Arcade', 'PC']","['Action', 'Platformer']",6.5,okay,,
7476,Secret Ponchos,['Switchblade Monkeys'],['Switchblade Monkeys'],,,2014-12-02 00:00:00,"['PC', 'PlayStation 4']",['Shooter'],7.0,good,Teen,"['Violence', 'Blood', 'Suggestive Themes']"
7477,Bust-A-Move '99,"['Taito', 'Distinctive Development']",['Acclaim Entertainment'],['Bust-a-Move / Puzzle Bobble'],"['Number Of Players', 'Memory Card', 'Vibration']",1999-03-16 00:00:00,"['Nintendo 64', 'PlayStation']",['Puzzle'],8.2,great,Everyone,
7478,Air Zonk,"['Hudson Soft', 'Red Company']",['Hudson Soft'],['Bonk'],['Number Of Players'],1992-12-12 00:00:00,"['Wii U', 'Wii']",['Shooter'],8.0,great,,
7479,Fantastic 4: Rise of the Silver Surfer,"['Taito', '7 Studios', 'Visual Concepts']","['Taito', 'Take-Two Interactive ']","['Fantastic Four', 'Silver Surfer']","['Number Of Players', '720p', 'Local - Co-Op # of Players', 'Dolby Digital 5.1']",2007-06-12 00:00:00,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'Xbox 360', 'Wireless']","['Action', 'Adventure']",5.4,mediocre,Teen,['Fantasy Violence']
7480,Ace Combat: Joint Assault,['Project Aces'],['Bandai Namco Games'],['Ace Combat'],"['Online', 'Multi-cartridge Multiplayer', 'Online Versus Multiplayer', 'Online Co-Op Multiplayer', 'Offline Versus Multiplayer', 'Offline Co-Op Multiplayer']",2010-08-31 00:00:00,['PlayStation Portable'],"['Action', 'Flight']",6.5,okay,Teen,"['Violence', 'Mild Language']"
7481,Wings of Power: WWII Heavy Bombers and Jets,['Shockwave Productions'],['Tri Synergy'],,"['Number Of Players', 'Memory Card']",2004-09-21 00:00:00,['PC'],['Flight'],8.3,great,Rating Pending,
7482,Watchmen: The End is Nigh -- Part 1,['Deadline Games'],['Warner Bros.  Interactive'],,"['Number Of Players', 'Local - Co-Op # of Players', '16:9', '1080i', '480p', '720p', 'Dolby Digital 5.1']",2009-03-04 00:00:00,"['PlayStation 3', 'Xbox 360', 'PC']",['Action'],5.5,mediocre,Mature,"['Blood', 'Strong Language', 'Sexual Content', 'Violence']"
7483,The Walking Dead: Season Two -- Episode 1: All That Remains,['Telltale Games'],['Telltale Games'],['The Walking Dead'],,2013-12-17 00:00:00,"['PlayStation Vita', 'Xbox 360', 'PlayStation 3', 'PC', 'iPhone']","['Episodic', 'Adventure']",8.0,great,Mature,"['Intense Violence', 'Blood and Gore', 'Strong Language']"
7484,The Emperor's New Groove,['Argonaut Games'],"['Sony Computer Entertainment', 'Disney Interactive Studios', 'Fillpoint']",,"['Memory Card', 'Number Of Players', 'DualShock', 'Vibration']",2000-11-02 00:00:00,"['PlayStation Portable', 'PlayStation 3', 'PC', 'PlayStation']","['Adventure', 'Action']",6.5,okay,Everyone,['Comic Mischief']
7485,Magicka,['Arrowhead Game Studios'],['Paradox  Interactive'],['Magicka'],"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Steam Deck Playable']",2011-01-25 00:00:00,"['PC', 'Xbox 360']","['Action', 'RPG']",7.0,good,Teen,"['Language', 'Violence', 'Blood and Gore']"
7486,Stray,['BlueTwelve Studio'],['Annapurna Interactive'],,,2022-07-19 00:00:00,"['PlayStation 4', 'PC', 'PlayStation 5']","['Action', 'Action-Adventure']",8.0,great,Everyone 10+,"['Animated Blood', 'Fantasy Violence']"
7487,Mortal Kombat: Deadly Alliance [GBA],['Midway  Games'],"['ACE (2)', 'Midway  Games']",['Mortal Kombat'],['Number Of Players'],2002-11-18 00:00:00,['Game Boy Advance'],['Fighting'],8.8,great,Mature,"['Realistic Violence', 'Animated Violence']"
7488,Metroid Prime 3: Corruption,['Retro Studios'],['Nintendo'],['Metroid'],"['Vibration', 'Motion Controls']",2007-08-27 00:00:00,['Wii'],"['Action', 'Adventure']",9.5,amazing,Teen,"['Violence', 'Animated Blood']"
7489,Super B-Daman Battle Phoenix 64,['Hudson Soft'],['Hudson Soft'],,"['Number Of Players', 'Vibration', 'Memory Card']",1998-07-24 00:00:00,['Nintendo 64'],['Action'],4.0,bad,,
7490,Deathloop,['Arkane Studios'],['Bethesda  Softworks'],,"['Online Versus Multiplayer', 'Steam Deck Verified']",2021-09-14 00:00:00,"['Xbox Series X|S', 'PC', 'PlayStation 5']",['Action'],10.0,masterpiece,Mature,"['Sexual Themes', 'Strong Language', 'Drug References', 'Blood and Gore', 'Intense Violence', ' Users Interact']"
7491,Capcom vs. SNK 2: Mark of the Millennium 2001,['Capcom Production Studio 1'],['Capcom'],['Capcom vs. SNK'],"['DualShock', 'Stereo Surround', 'Memory Card', 'Vibration', 'Offline Versus Multiplayer']",2001-09-13 00:00:00,"['PlayStation 3', 'PlayStation 2', 'Dreamcast', 'Arcade']",['Fighting'],8.4,great,Teen,"['Realistic Violence', 'Animated Violence', 'Suggestive Themes']"
7492,Kidz Sports: Basketball,['Data Design Interactive'],"['Metro 3D (M3)', 'Bold Games (Destineer)']",,"['Number Of Players', 'Local - VS # of Players', 'Stereo Surround', 'Memory Card', 'DualShock', 'Vibration']",2004-08-31 00:00:00,"['Wii', 'PC', 'PlayStation 2']",['Sports'],1.0,unbearable,,
7493,GreedFall,['Spiders'],['Focus Home Interactive'],['Greedfall'],,2019-09-09 00:00:00,"['Xbox Series X|S', 'PlayStation 5', 'PC', 'PlayStation 4', 'Xbox One']",['RPG'],8.2,great,Mature,"['Suggestive Themes', 'Violence', 'Language', 'Partial Nudity', 'Blood']"
7494,RayStorm,['Taito'],"['Sony Computer Entertainment', 'Square Enix', 'Empire Interactive', 'Taito', 'Working Designs']",['RayForce / Raystorm / RayCrisis'],['Number Of Players'],1997-01-10 00:00:00,"['iPhone', 'PlayStation 3', 'PlayStation Portable', 'PC', 'PlayStation']","['Shooter', 'SHMUP']",7.5,good,,
7495,Rust,['Facepunch Studios'],['Facepunch Studios'],,,2013-12-11 00:00:00,"['PlayStation 4', 'Xbox One', 'PC', 'Macintosh']",['Adventure'],7.0,good,Mature,"['Blood', 'Violence', ' Users Interact', ' In-Game Purchases']"
7496,Vector Tanks Extreme,['Independent'],['Independent'],,,2010-03-01 00:00:00,['iPhone'],['Action'],8.0,great,,
7497,Street Fighter X Mega Man,['Capcom'],['Capcom'],"['Mega Man', 'Street Fighter']",,2012-12-17 00:00:00,['PC'],['Action'],7.0,good,,
7498,City Life Edition 2008,,['Paradox  Interactive'],,,2008-02-15 00:00:00,['PC'],['Strategy'],6.9,okay,Early Childhood,
7499,Retro/Grade,['24 Caret Games'],['24 Caret Games'],,"['16:9', '480p', '720p', '1080p', '1080i']",2012-08-21 00:00:00,"['PC', 'PlayStation 3']",,7.0,good,Rating Pending,['Mild Fantasy Violence']
7500,Prototype 2,['Radical Entertainment'],['Activision'],['Prototype'],,2012-04-24 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],7.0,good,Mature,"['Drug Reference', 'Sexual Themes', 'Strong Language', 'Blood and Gore', 'Intense Violence']"
7501,Space Channel 5: Special Edition,['United Game Artists'],"['SEGA', 'Agetec']",['Space Channel 5'],"['Memory Card', 'Vibration', 'DualShock']",2003-11-18 00:00:00,['PlayStation 2'],"['Action', 'Music']",7.4,good,Everyone,"['Mild Realistic Violence', 'Suggestive Themes']"
7502,Story of Seasons: Trio of Towns,['Marvelous Entertainment'],['Xseed Games'],['Story of Seasons'],,2017-02-28 00:00:00,['Nintendo 3DS'],['Simulation'],7.7,good,Everyone 10+,"['Comic Mischief', 'Suggestive Themes', 'Use of Alcohol', 'Online Interactions Not Rated by the ESRB']"
7503,The Sly Collection,"['Sanzaru Games', 'Sucker Punch']",['Sony Computer Entertainment'],['Sly Cooper'],['PlayStation Move'],2010-11-09 00:00:00,"['PlayStation Vita', 'PlayStation 3']",['Platformer'],8.5,great,Everyone 10+,"['Alcohol Reference', 'Cartoon Violence', 'Comic Mischief', 'Use of Tobacco']"
7504,Driveclub VR,"['Evolution Studios', 'SIE Immersive Technology Group']",['Sony Interactive Entertainment'],,"['VR', 'Online Versus Multiplayer', 'PlayStation VR']",2016-10-13 00:00:00,['PlayStation 4'],['Racing'],5.9,mediocre,Everyone,"['No Descriptors', 'Online Interactions Not Rated by the ESRB']"
7505,Dance Dance Revolution: Hottest Party,['Konami'],['Konami'],"['Bemani', 'DDR - Dance Dance Revolution']","['Number Of Players', 'Local - VS # of Players']",2007-09-25 00:00:00,['Wii'],['Music'],7.0,good,Everyone 10+,['Mild Lyrics']
7506,Final Fantasy XII,['Square Enix'],['Square Enix'],['Final Fantasy'],"['Dolby Pro Logic II', 'Vibration', 'Memory Card', 'Stereo Surround', 'DualShock']",2006-03-16 00:00:00,['PlayStation 2'],['RPG'],9.5,amazing,Teen,"['Partial Nudity', 'Mild Language', 'Fantasy Violence', 'Suggestive Themes', 'Alcohol Reference']"
7507,Dream Trigger 3D,['ART Co.'],['D3 Publisher'],,,2011-05-10 00:00:00,['Nintendo 3DS'],['Shooter'],6.0,okay,Everyone,['Mild Fantasy Violence']
7508,Blast Radius,['SCE Studios Camden'],"['Psygnosis', 'Fillpoint']",,"['Number Of Players', 'DualShock', 'Memory Card']",1999-02-23 00:00:00,['PlayStation'],['Action'],6.0,okay,Everyone,['Animated Violence']
7509,Orion: Dino Beatdown,['Spiral Game Studios'],['Spiral Game Studios'],,,2012-05-04 00:00:00,['PC'],['Shooter'],2.0,painful,,
7510,Onimusha Blade Warriors,['Capcom Production Studio 2'],['Capcom'],['Onimusha'],"['DualShock', 'Vibration', 'Memory Card', 'Offline Versus Multiplayer']",2004-02-01 00:00:00,['PlayStation 2'],"['Action', 'Fighting']",7.0,good,Teen,"['Violence', 'Suggestive Themes']"
7511,Nightlong: Union City Conspiracy,['Team17 Software'],['Microprose'],,['Number Of Players'],1998-09-28 00:00:00,['PC'],['Adventure'],6.8,okay,Teen,"['Blood', 'Mild Language', 'Use of Tobacco and Alcohol']"
7512,Ultima Online: Age of Shadows,['Origin Systems'],['Electronic Arts'],,"['Number Of Players', 'Online']",2003-02-11 00:00:00,['PC'],['RPG'],8.1,great,Teen,"['Blood and Gore', 'Violence']"
7513,Guardians of the Galaxy,['Eidos Montreal'],['Square Enix'],['Guardians of the Galaxy'],"['Steam Deck Playable', 'Nintendo Switch Cloud Version']",2021-10-26 00:00:00,"['PC', 'Xbox One', 'Xbox Series X|S', 'PlayStation 4', 'PlayStation 5', 'Nintendo Switch']","['Action', 'RPG']",8.0,great,Teen,"['Language', 'Violence', 'Mild Suggestive Themes', 'Mild Blood', 'Use of Alcohol']"
7514,Tetris Plus,"['Nintendo', 'Bullet-Proof Software', 'Jaleco']","['Nintendo', 'Jaleco']",['Tetris'],"['Number Of Players', 'Memory Card']",1995-12-31 00:00:00,"['PlayStation', 'Saturn', 'Arcade', 'Game Boy']","['Puzzle', 'Action']",6.0,okay,Everyone,['No Descriptors']
7515,Wings of War,['Silver Wish Games'],"['Gathering', 'Ingram Entertainment']",,"['Number Of Players', 'Memory Card']",2004-09-01 00:00:00,"['PC', 'Xbox']","['Flight', 'Action']",6.6,okay,Teen,['Violence']
7516,Fish'em All,['Abylight'],['Abylight'],,['Number Of Players'],2009-05-29 00:00:00,['Wii'],['Hunting'],6.0,okay,Everyone,['Mild Cartoon Violence']
7517,The Lord of the Rings: The Third Age [GBA],['Griptonite Games'],['Electronic Arts'],"[""J.R.R. Tolkien's Middle-Earth (Lord of the Rings)""]",['Memory Card'],2004-11-02 00:00:00,['Game Boy Advance'],['RPG'],6.0,okay,Teen,"['Mild Violence', 'Blood']"
7518,LEGO Rock Raiders,"['LEGO Media', 'Data Design Interactive', 'Artworld']","['ACE (2)', 'LEGO Media']",['LEGO'],"['DualShock', 'Vibration', 'Memory Card', 'Number Of Players']",1999-11-15 00:00:00,"['PlayStation', 'PC']","['Action', 'Strategy']",6.0,okay,Everyone,['Suitable for Persons Ages Six and Older']
7519,KOF: Maximum Impact,"['SNK [1978-2001]', 'SNK Playmore', 'Noise Factory']","['Ingram Entertainment', 'SNK Playmore', 'SNK NeoGeo']",['King of Fighters'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks']",2004-08-12 00:00:00,['PlayStation 2'],['Fighting'],7.4,good,Teen,"['Violence', 'Suggestive Themes', 'Realistic Violence']"
7520,Dogs of War: Battle On Primus IV,['Silicon Dreams'],['TalonSoft'],,"['Online', 'Memory Card', 'Number Of Players', 'EAX']",2000-07-30 00:00:00,['PC'],['Strategy'],7.0,good,Mature,"['Blood', 'Animated Violence']"
7521,Assassin's Creed Liberation HD,['Ubisoft Sofia'],['Ubisoft'],"[""Assassin's Creed""]",,2014-01-14 00:00:00,"['Stadia', 'Nintendo Switch', 'Xbox One', 'PlayStation 4', 'PC', 'Xbox 360', 'PlayStation 3']",['Action'],5.2,mediocre,Mature,"['Blood', 'Suggestive Themes', 'Violence']"
7522,NHL 22,['EA Canada'],['Electronic Arts'],['EA Sports NHL'],"['Offline Versus Multiplayer', 'Online Versus Multiplayer']",2021-10-15 00:00:00,"['PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S']","['Sports', 'Hockey']",6.0,okay,Everyone 10+,"['Mild Violence', ' In-Game Purchases (Includes Random Items)', ' Users Interact']"
7523,Giga Wing 2,['Takumi'],['Capcom'],['Giga Wing'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",2001-01-18 00:00:00,['Dreamcast'],['Shooter'],5.0,mediocre,Everyone,['Violence']
7524,Ys IX: Monstrum Nox,['Nihon Falcom Corp'],['NIS'],['Ys [Falcom]'],,2020-09-26 00:00:00,"['Nintendo Switch', 'PC', 'Stadia', 'PlayStation 4']","['Action', 'RPG']",8.0,great,Teen,"['Mild Blood', 'Suggestive Themes', 'Language', 'Use of Tobacco', 'Fantasy Violence']"
7525,Prince of Persia Retro,"['Broderbund', 'Ubisoft']",['Ubisoft'],['Prince of Persia'],,2010-05-28 00:00:00,['iPhone'],['Adventure'],8.5,great,,
7526,Outcast,['Appeal'],['Infogrames'],['Outcast'],"['Number Of Players', 'EAX']",1998-02-09 00:00:00,['PC'],['Adventure'],8.5,great,Teen,"['Strong Language', 'Animated Violence', 'Animated Blood']"
7527,NHL Rivals 2004,['Microsoft Game Studios'],['Microsoft'],['XSN Sports'],"['480p', 'Downloadable Content', 'Online', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",2003-11-18 00:00:00,['Xbox'],"['Sports', 'Hockey']",6.5,okay,Everyone,['Realistic Violence']
7528,NHL Hitz 20-02,['Black Box'],['Midway  Games'],['NHL Hitz'],"['Number Of Players', 'Memory Card', 'Custom Soundtrack', 'Vibration', 'DualShock', 'Memory Blocks', '480p', 'Dolby Digital 5.1']",2001-09-25 00:00:00,"['GameCube', 'PlayStation 2', 'Xbox']","['Action', 'Sports']",7.4,good,Everyone,['Violence']
